id;tipo_dia;penetracao_pct;potencia_pv_total_mw;potencias_pv_kw;razoes_bess_h;capacidades_bess_kwh;fator_carga_barras
433;ceu_aberto;65,22;2,4231;[104.0, 1833.78, 181.58, 16.02, 58.41, 229.31];[2.65, 3.952, 2.8, 3.0, 1.641, 1.321];[275.63, 7247.89, 508.4, 48.05, 95.87, 302.82];[1.0507, 1.0142, 0.9314, 1.1047, 0.9505, 1.1239, 1.0214, 0.9682, 0.8816, 1.0388, 0.9225, 1.0179, 1.0967, 0.9431, 1.0369, 0.9594, 1.0567, 1.0033, 0.999, 1.0604, 1.0313, 0.9598, 1.0894, 0.9232, 1.0138, 0.9589, 0.9256, 0.9433, 0.9975, 1.0175, 1.0529, 1.0738]
434;ceu_aberto;99,03;3,6788;[1209.16, 51.16, 1750.74, 25.84, 119.42, 522.48];[1.242, 1.485, 3.86, 3.984, 3.394, 2.546];[1502.04, 75.99, 6758.68, 102.94, 405.35, 1330.05];[0.9917, 1.0247, 1.0201, 1.0431, 1.0144, 1.0423, 1.0254, 1.0329, 1.0221, 0.9497, 0.9415, 0.9823, 1.0776, 0.9914, 1.0155, 0.9016, 1.0097, 1.0043, 0.8663, 1.0145, 0.9175, 0.9637, 1.0497, 1.0079, 0.9776, 0.9733, 0.9791, 1.008, 0.94, 1.0562, 0.9426, 0.9136]
435;ceu_aberto;25,07;0,9315;[15.96, 276.96, 334.44, 130.13, 99.43, 74.55];[1.703, 3.736, 1.885, 2.944, 3.361, 1.066];[27.19, 1034.69, 630.56, 383.14, 334.23, 79.47];[0.9967, 0.9906, 0.9464, 1.0439, 0.9954, 0.9933, 0.9588, 0.9815, 0.9489, 1.0432, 1.0516, 1.084, 1.0217, 0.983, 0.9766, 1.0245, 1.01, 0.9913, 0.9869, 1.0586, 0.9784, 1.0673, 1.0091, 0.9816, 0.9607, 0.9923, 1.0252, 0.9811, 1.0425, 0.9787, 0.9938, 0.9357]
436;nublado;95,81;3,5594;[311.44, 280.4, 133.01, 752.95, 398.53, 1683.12];[1.923, 3.162, 1.588, 1.69, 3.419, 2.113];[598.76, 886.7, 211.2, 1272.41, 1362.39, 3556.91];[0.9836, 0.9849, 0.9629, 0.987, 1.0108, 0.9892, 0.9925, 1.0508, 1.0137, 0.9425, 0.9957, 0.9731, 1.0261, 1.0051, 1.0565, 0.963, 0.9904, 0.9468, 0.9979, 0.9232, 1.0161, 0.9972, 1.0078, 1.0394, 1.0112, 0.9362, 0.9722, 0.996, 0.9836, 0.9897, 1.0811, 1.005]
437;nublado;52,07;1,9345;[283.31, 488.04, 183.8, 161.8, 355.04, 462.54];[2.702, 3.645, 3.307, 1.157, 2.69, 2.253];[765.49, 1778.88, 607.9, 187.13, 955.2, 1042.31];[1.0201, 0.9939, 1.088, 0.9827, 0.9928, 0.9827, 1.0538, 1.0407, 1.0139, 0.9474, 0.9815, 0.9474, 1.058, 0.9213, 1.0797, 1.0644, 0.9541, 0.9792, 0.9644, 1.0215, 1.0706, 1.0593, 0.9784, 1.0627, 1.0586, 0.9906, 0.9995, 1.0771, 1.0529, 1.0612, 1.1293, 1.0274]
438;ceu_aberto;56,37;2,0941;[57.98, 271.31, 586.23, 435.23, 149.26, 594.14];[2.202, 2.567, 1.771, 3.694, 1.539, 2.831];[127.69, 696.57, 1037.95, 1607.71, 229.73, 1682.29];[1.0207, 1.0649, 1.0095, 0.9641, 0.9663, 1.0288, 1.0285, 1.0178, 0.9981, 1.0101, 0.9968, 0.981, 1.0379, 1.0155, 1.0645, 1.0558, 1.0139, 1.0298, 0.9521, 0.9961, 1.0171, 0.9209, 1.0215, 0.952, 0.9575, 0.9735, 0.9985, 0.9336, 1.0428, 1.0089, 1.0962, 1.015]
439;nublado;36,66;1,3618;[481.53, 81.96, 343.63, 99.41, 302.88, 52.4];[3.291, 1.539, 2.472, 1.341, 2.584, 3.462];[1584.83, 126.11, 849.61, 133.3, 782.54, 181.43];[1.0592, 0.9987, 0.9747, 1.0086, 1.0309, 0.9047, 1.0261, 0.953, 0.9406, 1.0269, 1.0669, 1.0108, 0.9322, 0.9665, 0.9791, 1.0098, 0.9964, 1.0248, 1.05, 1.0172, 1.0449, 0.9865, 1.1648, 1.0277, 1.0342, 1.0879, 1.0044, 0.9677, 1.0653, 1.0683, 1.0077, 1.088]
440;parcialmente_nublado;43,68;1,6226;[179.95, 89.15, 71.31, 181.58, 1043.4, 57.25];[1.728, 1.729, 3.375, 2.531, 2.154, 3.531];[310.88, 154.18, 240.68, 459.65, 2247.81, 202.17];[0.9585, 0.9221, 0.9811, 0.9551, 0.9982, 1.0001, 0.9762, 0.9773, 0.9653, 0.9744, 1.0718, 1.0259, 1.0266, 1.0506, 1.0462, 1.0712, 1.0294, 1.0103, 0.9705, 0.9588, 1.0441, 0.9944, 0.932, 0.8953, 1.1074, 0.9507, 0.9657, 1.0614, 0.9396, 1.0266, 1.0911, 1.1057]
441;parcialmente_nublado;79,83;2,9656;[481.78, 549.75, 572.57, 689.03, 41.29, 631.23];[3.151, 1.932, 3.936, 1.433, 3.731, 3.029];[1518.03, 1062.2, 2253.47, 987.61, 154.06, 1912.22];[1.0407, 1.0178, 0.9764, 1.0506, 0.9901, 1.0045, 1.0359, 0.9971, 0.9091, 1.052, 1.0627, 0.9084, 0.9478, 1.1012, 1.0116, 1.0002, 0.9787, 0.9485, 0.9903, 1.0487, 0.9992, 1.0305, 1.0883, 0.971, 1.0151, 1.0502, 0.9534, 1.0089, 1.0936, 0.983, 1.0534, 0.9929]
442;ceu_aberto;61,35;2,279;[339.36, 815.84, 167.61, 351.47, 501.1, 103.58];[3.774, 3.211, 1.16, 3.595, 3.79, 3.381];[1280.91, 2619.98, 194.41, 1263.64, 1898.99, 350.21];[1.0017, 0.9997, 1.0051, 0.9472, 0.9886, 0.9378, 0.969, 1.0598, 0.991, 1.0298, 1.0058, 0.9808, 0.9496, 0.98, 1.0092, 1.029, 1.0061, 1.0325, 0.924, 1.0433, 0.9436, 1.0492, 1.0251, 0.9065, 1.0368, 1.0498, 1.0629, 0.9616, 1.009, 1.0347, 1.0368, 1.0205]
443;parcialmente_nublado;27,04;1,0046;[27.06, 121.85, 342.14, 19.4, 206.83, 287.3];[1.83, 3.005, 3.06, 3.123, 3.672, 2.196];[49.54, 366.13, 1046.94, 60.6, 759.58, 630.79];[1.0136, 0.9203, 0.9909, 0.9759, 1.0043, 1.0511, 0.9179, 0.9778, 0.9589, 0.9611, 0.9588, 1.0034, 1.0262, 1.0174, 1.0093, 1.0311, 1.119, 1.0068, 1.0511, 1.0482, 1.0889, 1.028, 0.9578, 1.0152, 1.0126, 1.0408, 0.9563, 1.0633, 1.0003, 1.042, 1.0155, 1.0061]
444;ceu_aberto;50,8;1,8871;[153.86, 15.26, 616.32, 313.3, 460.93, 327.43];[2.992, 2.916, 3.737, 3.099, 1.495, 3.255];[460.42, 44.48, 2303.13, 971.0, 689.0, 1065.7];[1.0119, 0.9352, 0.9521, 0.9957, 0.947, 0.9364, 0.9644, 1.0573, 1.0779, 0.9984, 1.0291, 0.9718, 0.8967, 0.9553, 0.9846, 1.007, 0.995, 0.9859, 0.9713, 1.0172, 0.9318, 1.0401, 0.9707, 1.1034, 0.9842, 0.976, 0.9719, 0.9765, 1.0304, 0.9979, 1.0494, 1.0232]
445;ceu_aberto;78,45;2,9144;[67.35, 83.2, 33.12, 997.18, 86.15, 1647.34];[1.528, 1.062, 3.687, 2.74, 2.054, 2.54];[102.94, 88.36, 122.12, 2732.34, 176.98, 4184.28];[1.038, 0.9326, 0.9642, 1.0099, 0.9958, 1.0436, 0.9695, 0.9517, 0.9844, 1.0489, 1.0315, 1.0044, 1.0663, 1.0572, 1.0394, 0.9411, 1.0392, 0.9899, 0.9803, 0.9659, 0.9914, 0.9687, 1.0085, 0.9914, 1.011, 1.0277, 0.9853, 0.9631, 0.8997, 1.0385, 1.0039, 0.9912]
446;nublado;20,78;0,7719;[415.84, 3.22, 1.22, 208.01, 131.65, 11.94];[3.812, 3.016, 1.333, 3.582, 2.443, 1.834];[1585.27, 9.7, 1.63, 745.0, 321.57, 21.9];[1.0274, 1.0374, 1.0407, 1.0126, 0.981, 1.0251, 0.985, 1.0451, 1.0214, 0.9969, 0.9616, 1.056, 1.028, 1.1051, 1.0263, 1.0305, 0.9267, 1.0155, 0.9842, 1.0413, 1.0167, 1.0493, 1.1066, 0.9601, 1.0473, 1.0342, 1.099, 1.0353, 1.0301, 1.0426, 1.0461, 1.0727]
447;parcialmente_nublado;89,3;3,3175;[326.3, 643.43, 0.13, 130.06, 1862.63, 354.92];[3.494, 2.863, 3.139, 3.416, 1.277, 3.078];[1140.05, 1842.4, 0.42, 444.27, 2378.28, 1092.35];[0.9484, 0.9404, 1.0197, 1.0249, 1.0547, 1.0281, 1.0525, 0.9935, 1.0385, 0.9499, 0.997, 0.9084, 1.0016, 1.0612, 1.0035, 1.0361, 1.0137, 0.9715, 0.9907, 1.059, 1.0358, 0.9691, 0.9306, 1.0103, 0.9709, 0.9911, 0.9273, 1.052, 0.9952, 1.0027, 0.9584, 0.9861]
448;parcialmente_nublado;86,18;3,2015;[522.56, 931.06, 102.04, 1492.99, 132.55, 20.34];[2.487, 1.331, 3.044, 3.702, 3.764, 2.821];[1299.62, 1239.26, 310.61, 5526.54, 498.93, 57.37];[1.0097, 1.0007, 1.0368, 1.0068, 0.9882, 1.0234, 0.9982, 0.9859, 1.0078, 1.0084, 0.9448, 1.0167, 1.0923, 0.951, 0.9749, 1.139, 0.9589, 1.0643, 0.9886, 1.003, 0.9934, 1.0213, 0.921, 1.0093, 0.9798, 0.9068, 1.056, 0.8946, 1.1074, 1.0308, 0.932, 1.0669]
449;parcialmente_nublado;25,38;0,9429;[52.27, 52.13, 133.15, 635.72, 20.94, 48.64];[1.909, 2.66, 3.289, 3.764, 2.236, 1.318];[99.77, 138.68, 437.89, 2392.59, 46.82, 64.09];[0.9654, 0.9534, 1.0337, 1.0517, 1.0255, 0.9781, 0.9669, 0.9797, 0.989, 0.9564, 1.0527, 0.9899, 1.0382, 0.93, 0.9656, 1.043, 1.0437, 0.9399, 1.0152, 1.0165, 0.9646, 1.0178, 0.921, 0.9537, 1.0299, 1.0015, 1.0041, 0.9912, 1.0268, 1.0293, 1.0396, 1.0063]
450;nublado;51,45;1,9114;[81.13, 707.35, 292.88, 240.25, 540.99, 48.75];[3.571, 2.45, 1.409, 3.458, 2.382, 2.814];[289.73, 1732.94, 412.75, 830.85, 1288.81, 137.18];[0.9903, 1.0458, 0.9591, 1.0383, 0.976, 1.0502, 1.0489, 0.9955, 0.95, 0.9804, 0.9993, 1.0444, 1.016, 1.0269, 1.0175, 1.0423, 0.99, 1.0082, 1.0014, 0.9781, 1.0506, 1.0495, 1.0603, 0.9618, 1.0175, 1.0546, 1.0751, 0.9246, 0.9999, 0.9905, 1.0795, 0.8895]
451;ceu_aberto;56,13;2,0853;[480.96, 221.96, 69.7, 465.86, 323.5, 523.34];[1.289, 3.866, 2.629, 3.017, 1.637, 1.421];[619.79, 858.05, 183.21, 1405.34, 529.47, 743.77];[0.9928, 0.9611, 1.0845, 1.0062, 0.9415, 1.0203, 1.072, 1.053, 0.962, 0.9445, 1.0714, 0.9188, 1.0185, 0.9716, 1.0657, 0.9473, 0.9602, 1.0309, 1.0398, 1.068, 1.0236, 1.0175, 1.0525, 0.9315, 0.956, 0.9357, 0.8657, 1.0421, 1.0715, 1.0278, 1.019, 1.0042]
452;ceu_aberto;20,96;0,7787;[101.46, 20.94, 156.24, 0.95, 67.62, 431.45];[1.639, 1.195, 1.749, 3.483, 2.762, 2.758];[166.31, 25.01, 273.29, 3.31, 186.73, 1190.05];[0.9572, 0.9387, 1.0489, 1.0129, 1.0276, 0.9673, 0.9934, 0.9828, 1.0152, 0.9377, 0.995, 0.9372, 0.9742, 0.9951, 1.0254, 1.0295, 1.038, 0.9259, 1.0632, 0.9678, 0.9714, 1.0134, 0.9831, 1.0181, 1.0274, 0.9618, 0.9908, 0.9923, 1.0479, 0.9767, 0.9746, 0.9489]
453;nublado;20,36;0,7562;[51.49, 402.89, 13.56, 149.04, 112.99, 26.25];[1.127, 2.508, 3.205, 1.532, 3.074, 2.639];[58.06, 1010.36, 43.47, 228.28, 347.31, 69.28];[1.069, 0.9403, 0.9905, 0.9318, 0.908, 1.1098, 1.074, 0.9685, 1.0622, 1.0696, 0.904, 1.0425, 0.9754, 1.0192, 1.1505, 1.0793, 0.9936, 1.0711, 0.9039, 1.0252, 1.0264, 1.0353, 0.9746, 1.0191, 1.0428, 0.8839, 0.9842, 0.9548, 1.0331, 1.0689, 0.9694, 0.9456]
454;parcialmente_nublado;98,63;3,6643;[113.92, 371.69, 1202.83, 467.5, 1185.52, 322.81];[3.386, 3.61, 3.539, 3.614, 1.659, 2.317];[385.75, 1341.86, 4257.19, 1689.61, 1966.38, 747.94];[0.9787, 0.9783, 1.0288, 0.9992, 1.0542, 1.0141, 0.9748, 0.9593, 0.9698, 1.008, 0.9814, 0.9462, 1.0503, 1.0076, 1.0137, 0.9589, 0.9479, 0.9919, 0.8986, 1.039, 0.9648, 0.9866, 1.0213, 0.9888, 0.9416, 1.0753, 0.9234, 0.8882, 1.0437, 0.927, 1.0626, 1.0188]
455;parcialmente_nublado;25,66;0,9534;[305.12, 36.43, 23.41, 126.98, 20.11, 441.4];[2.389, 2.761, 2.731, 3.934, 3.747, 3.547];[729.05, 100.58, 63.91, 499.57, 75.35, 1565.8];[0.9487, 0.9831, 0.9329, 1.1033, 0.9866, 0.9909, 1.0973, 0.9588, 1.0647, 1.0296, 0.9011, 0.9814, 1.0218, 1.0018, 1.0019, 0.9696, 0.9644, 0.9846, 1.0981, 0.9546, 0.9759, 1.0014, 0.9268, 1.0216, 0.9356, 0.9456, 0.9432, 0.918, 1.0634, 1.0261, 1.0461, 1.0416]
456;parcialmente_nublado;46,2;1,7162;[194.12, 386.42, 367.47, 96.86, 532.42, 138.9];[1.385, 3.665, 2.406, 1.458, 3.374, 2.873];[268.94, 1416.27, 884.15, 141.23, 1796.52, 399.09];[0.943, 0.958, 1.0253, 1.0806, 1.0143, 0.9445, 0.9455, 1.0067, 1.0179, 0.9889, 0.946, 1.0551, 0.9826, 1.0263, 0.9113, 1.0601, 0.9658, 1.0672, 1.0306, 0.9286, 1.0123, 1.0828, 0.9701, 1.0829, 1.0193, 1.067, 1.008, 0.9938, 1.0919, 1.0361, 0.9882, 1.0212]
457;parcialmente_nublado;71,31;2,6492;[1216.01, 340.94, 616.5, 293.41, 118.69, 63.61];[1.409, 1.064, 2.659, 1.393, 3.597, 3.949];[1713.33, 362.75, 1639.1, 408.81, 426.94, 251.17];[0.8491, 0.9876, 1.0634, 0.9302, 0.9191, 1.0558, 1.0626, 0.9322, 1.0866, 1.0216, 1.0524, 0.9604, 1.0745, 0.9866, 0.9844, 1.0241, 0.9804, 0.924, 1.0066, 0.9841, 0.9616, 1.062, 1.1196, 0.954, 1.0099, 0.9801, 1.1144, 1.0246, 1.0463, 1.0591, 1.0065, 0.9907]
458;ceu_aberto;73,24;2,721;[357.81, 679.86, 664.24, 15.9, 502.93, 500.26];[1.202, 2.231, 3.696, 3.86, 3.347, 1.454];[430.07, 1516.86, 2455.26, 61.36, 1683.12, 727.58];[0.9425, 0.9773, 1.0599, 1.0333, 0.8824, 0.9334, 1.1079, 1.059, 0.9709, 0.9256, 0.9375, 1.0255, 1.0988, 1.0957, 0.9212, 0.9852, 0.9571, 1.0068, 0.9334, 0.9727, 0.9566, 1.0262, 0.9743, 0.9814, 1.0255, 1.0821, 1.1058, 1.0228, 0.9956, 1.0658, 1.0584, 1.0441]
459;parcialmente_nublado;36,01;1,3378;[510.57, 50.21, 272.62, 448.05, 5.58, 50.73];[1.274, 2.124, 2.866, 3.988, 1.762, 1.408];[650.36, 106.65, 781.34, 1786.78, 9.83, 71.42];[0.9453, 0.9868, 1.0027, 0.9798, 0.885, 0.9923, 0.9976, 1.0949, 1.0013, 1.0468, 0.9787, 1.0649, 0.9528, 1.0252, 1.042, 1.0347, 1.1082, 0.9708, 1.0707, 1.0578, 1.0025, 1.092, 0.9927, 1.0011, 0.9997, 0.9363, 1.0381, 1.0303, 0.9948, 1.0881, 0.9781, 0.9135]
460;parcialmente_nublado;48,62;1,8062;[408.38, 412.77, 86.26, 115.87, 264.9, 518.06];[3.558, 1.259, 3.777, 3.783, 1.024, 2.519];[1453.19, 519.87, 325.78, 438.35, 271.21, 1305.1];[1.0661, 1.1072, 1.0035, 1.1209, 0.9723, 0.9859, 1.0337, 0.9592, 1.033, 0.9741, 0.9228, 0.9129, 0.9838, 1.0209, 0.9319, 1.0089, 1.0091, 0.9916, 0.9537, 1.012, 0.9929, 1.0491, 0.9354, 1.0057, 0.9364, 0.9881, 0.9452, 0.9541, 0.9998, 0.9717, 1.0733, 1.059]
461;nublado;42,9;1,5936;[173.19, 228.47, 104.94, 463.43, 296.18, 327.42];[3.424, 1.774, 3.237, 3.321, 3.527, 2.466];[593.01, 405.37, 339.68, 1539.26, 1044.67, 807.28];[0.9533, 1.0005, 1.0056, 1.0586, 0.9517, 1.0121, 0.9754, 1.0055, 1.0196, 0.9361, 1.0632, 1.0214, 0.9571, 0.9829, 1.0747, 1.0208, 0.9518, 0.9608, 1.0312, 1.0372, 1.0181, 0.9854, 1.0405, 0.9844, 0.9573, 1.0793, 1.0244, 0.9608, 1.0067, 1.0014, 0.9825, 1.0117]
462;ceu_aberto;47,38;1,7603;[570.73, 69.19, 276.07, 91.58, 185.12, 567.58];[1.7, 3.055, 2.488, 1.276, 2.16, 3.608];[970.27, 211.34, 686.82, 116.86, 399.88, 2047.61];[1.0309, 1.0572, 0.9614, 0.9237, 0.9822, 1.0637, 0.9594, 1.0507, 0.9869, 1.0878, 1.1123, 1.0516, 0.9177, 0.8798, 1.0031, 1.0453, 1.0251, 0.9638, 0.9257, 1.0465, 1.0929, 0.9665, 1.0413, 1.1301, 0.9905, 0.9915, 1.028, 0.9858, 1.067, 0.9798, 0.9984, 0.9279]
463;ceu_aberto;73,56;2,7327;[227.32, 665.21, 240.06, 1485.87, 77.06, 37.16];[3.344, 2.204, 2.397, 3.801, 2.77, 2.981];[760.05, 1466.1, 575.36, 5648.47, 213.45, 110.75];[0.9597, 0.887, 1.0053, 1.0692, 1.0305, 1.0787, 0.9701, 0.9941, 0.9954, 1.0121, 1.0384, 1.0816, 1.0921, 1.0833, 1.0335, 0.9829, 1.0113, 1.0328, 1.0068, 0.9543, 0.9769, 1.0434, 0.9877, 1.0012, 0.9961, 0.9554, 0.9914, 0.9771, 0.9654, 0.9471, 0.995, 1.0309]
464;nublado;71,85;2,6693;[554.18, 197.95, 391.63, 514.9, 188.97, 821.69];[1.965, 1.214, 1.604, 2.225, 3.724, 2.247];[1089.11, 240.38, 628.31, 1145.78, 703.77, 1846.57];[0.9351, 1.009, 1.0074, 0.9849, 1.0248, 1.0201, 0.9814, 1.053, 1.028, 1.0787, 0.9967, 0.9839, 0.9896, 1.0589, 0.9926, 0.9956, 1.098, 0.9328, 1.0178, 0.9969, 0.9875, 0.9523, 0.9668, 0.9796, 1.0248, 1.0426, 0.9111, 0.9399, 1.0274, 1.0316, 0.9268, 1.0437]
465;ceu_aberto;69,39;2,5778;[767.59, 291.57, 217.56, 665.07, 144.05, 491.94];[1.317, 1.34, 2.932, 1.248, 1.465, 2.873];[1011.23, 390.62, 637.94, 830.17, 211.05, 1413.4];[1.0931, 0.9061, 1.0027, 1.0098, 0.9127, 1.0662, 0.963, 1.0049, 1.0164, 0.9273, 0.9464, 1.0782, 0.9967, 0.8651, 0.9849, 0.9984, 1.011, 0.9001, 0.9985, 0.9584, 1.0111, 1.0253, 1.02, 1.0702, 1.1095, 0.9433, 0.9809, 1.0372, 0.9937, 0.8639, 0.9904, 1.0617]
466;parcialmente_nublado;93,08;3,4581;[67.97, 5.34, 363.19, 932.18, 1104.95, 984.44];[2.342, 3.25, 3.156, 1.941, 1.506, 2.864];[159.18, 17.35, 1146.36, 1809.79, 1664.23, 2819.68];[1.0353, 1.0919, 0.9653, 0.9554, 1.0015, 1.034, 0.9963, 1.0567, 1.013, 1.0506, 0.964, 0.9386, 0.983, 0.9327, 1.0205, 0.8992, 0.9774, 0.9857, 0.9477, 0.9847, 1.0002, 1.0635, 0.948, 1.0179, 1.0278, 0.9989, 0.9751, 0.9431, 1.0949, 1.0036, 0.9842, 1.1061]
467;ceu_aberto;31,13;1,1566;[85.27, 439.52, 8.35, 398.5, 215.82, 9.17];[2.806, 2.278, 3.523, 3.722, 1.859, 3.353];[239.27, 1001.25, 29.4, 1483.06, 401.31, 30.73];[0.9441, 0.948, 1.0293, 0.9495, 0.9875, 0.9155, 1.0271, 1.0289, 0.9908, 1.0097, 1.0398, 1.0083, 1.039, 0.9416, 1.0189, 1.0097, 1.0601, 1.0015, 0.9951, 0.9721, 1.0746, 0.8822, 1.0256, 0.999, 0.9908, 0.9835, 0.9972, 1.0239, 0.9602, 1.0068, 1.0175, 0.9523]
468;ceu_aberto;23,16;0,8605;[0.77, 112.51, 94.33, 426.97, 63.42, 162.49];[1.023, 2.991, 3.74, 2.064, 1.942, 2.878];[0.79, 336.48, 352.83, 881.39, 123.17, 467.65];[0.9523, 0.9162, 0.9563, 0.9361, 1.027, 1.0115, 0.9923, 1.0013, 1.0597, 0.9479, 0.9035, 1.0355, 0.9805, 0.9491, 1.0277, 0.9016, 0.9571, 0.8806, 1.013, 1.0787, 0.9713, 0.9604, 1.0892, 1.0314, 1.119, 1.008, 1.0113, 1.0722, 0.9926, 1.0124, 0.8789, 1.0869]
469;ceu_aberto;74,97;2,7851;[336.67, 203.77, 481.35, 1141.39, 137.25, 484.7];[1.944, 3.537, 2.312, 2.348, 3.316, 2.489];[654.35, 720.71, 1112.8, 2679.76, 455.07, 1206.18];[1.0761, 1.063, 1.0415, 1.0159, 1.0576, 0.8995, 1.0495, 0.9439, 0.9544, 1.0348, 1.0464, 0.9695, 1.0323, 1.0281, 0.9845, 1.0077, 1.104, 0.9859, 0.9876, 1.0075, 0.9909, 1.0395, 1.0735, 0.9877, 0.9572, 1.0987, 1.006, 0.9148, 1.0931, 1.0563, 1.0801, 1.0717]
470;parcialmente_nublado;86,83;3,2259;[900.41, 484.45, 540.25, 678.62, 244.56, 377.61];[1.859, 1.749, 2.827, 3.204, 2.191, 2.201];[1674.17, 847.36, 1527.19, 2174.17, 535.94, 831.07];[1.0013, 1.0308, 0.9661, 0.916, 0.9437, 1.0823, 1.0248, 1.05, 1.0582, 0.9687, 0.9813, 0.9916, 1.0208, 1.0545, 1.0935, 1.0407, 1.0411, 1.0963, 0.9897, 1.0595, 1.0289, 1.0307, 0.9893, 0.9303, 1.0172, 1.0175, 0.9712, 0.9952, 0.9559, 0.9563, 0.976, 0.9336]
471;ceu_aberto;54,44;2,0223;[64.76, 594.08, 29.59, 532.96, 545.97, 254.99];[2.888, 2.074, 3.525, 1.791, 2.679, 1.005];[187.06, 1232.15, 104.29, 954.59, 1462.84, 256.36];[0.9693, 1.0842, 0.9984, 0.9336, 1.0235, 1.0651, 1.0594, 1.0047, 1.0406, 0.9789, 1.0296, 1.0181, 0.8552, 0.95, 1.0104, 1.0082, 0.9985, 1.0045, 1.0604, 1.0177, 0.8834, 1.0974, 0.9047, 1.0479, 0.9218, 1.0712, 0.9861, 1.0192, 0.9007, 1.0365, 1.0208, 1.0309]
472;ceu_aberto;26,5;0,9845;[36.91, 74.11, 96.78, 91.68, 505.87, 179.14];[1.34, 1.881, 2.036, 1.945, 3.358, 2.082];[49.45, 139.37, 197.08, 178.37, 1698.62, 372.91];[1.1597, 0.9639, 0.9549, 0.9416, 1.0225, 1.0172, 1.005, 0.9778, 1.068, 1.0382, 1.036, 1.0185, 0.9905, 0.9642, 1.026, 1.0212, 1.0284, 0.9218, 1.017, 0.9846, 0.9561, 1.0364, 1.0089, 1.1177, 1.0242, 0.9851, 0.9946, 0.9414, 1.0615, 1.0157, 1.0166, 0.9468]
473;nublado;63,76;2,3687;[86.84, 125.83, 1129.65, 389.29, 277.37, 359.69];[1.524, 1.72, 2.547, 2.077, 2.426, 1.449];[132.39, 216.37, 2876.73, 808.46, 673.01, 521.24];[0.9819, 0.9463, 1.0445, 0.9859, 1.0027, 1.0293, 1.0144, 1.0073, 0.9588, 0.9444, 1.0079, 0.9519, 1.0397, 0.9935, 1.0324, 0.9507, 0.9429, 1.0839, 0.9925, 1.0457, 0.9294, 0.9858, 1.0651, 0.9218, 1.1138, 1.0101, 0.9591, 1.0176, 1.0555, 0.9587, 0.9659, 1.0125]
474;ceu_aberto;40,5;1,5045;[128.1, 189.17, 173.79, 8.88, 444.58, 559.98];[2.593, 1.519, 1.744, 1.379, 1.509, 3.629];[332.14, 287.32, 303.05, 12.25, 670.66, 2032.28];[0.9501, 0.9975, 1.1566, 1.0928, 0.9501, 1.0033, 0.9843, 1.0071, 1.0458, 0.9935, 0.9644, 1.0578, 0.9383, 1.0095, 0.9257, 0.9487, 1.0372, 0.966, 0.9062, 0.9639, 0.9585, 0.9369, 1.0275, 0.9227, 0.9706, 1.0067, 0.9829, 0.9798, 0.9639, 0.9391, 0.9682, 1.0329]
475;ceu_aberto;69,32;2,5751;[1598.38, 145.07, 0.45, 20.36, 602.61, 208.22];[2.61, 3.398, 3.435, 2.432, 3.574, 2.405];[4172.01, 492.99, 1.54, 49.52, 2153.84, 500.83];[0.9947, 1.002, 0.9448, 0.9375, 1.0489, 1.0861, 1.0053, 0.9917, 1.0511, 1.0169, 0.8801, 1.0497, 0.9332, 0.9994, 0.9779, 0.968, 1.0023, 1.0447, 1.0016, 1.0705, 1.0767, 1.0762, 0.9972, 0.9761, 0.9983, 1.0563, 1.0533, 0.8702, 1.0153, 0.8816, 0.999, 0.9735]
476;parcialmente_nublado;43,03;1,5987;[71.14, 321.65, 78.52, 229.2, 456.5, 441.71];[1.501, 2.964, 2.807, 1.846, 2.174, 1.855];[106.81, 953.43, 220.4, 423.1, 992.6, 819.52];[1.0696, 1.0085, 1.0184, 1.0312, 1.0295, 0.9989, 0.9549, 1.1342, 0.9854, 1.0166, 1.022, 0.9734, 0.9787, 1.0744, 0.9631, 1.0206, 1.0448, 0.9893, 0.9953, 1.0478, 0.9931, 0.8961, 1.0752, 0.9512, 1.0108, 0.9341, 0.9745, 0.9782, 1.0087, 0.9561, 1.0991, 1.0012]
477;parcialmente_nublado;29,07;1,0801;[138.93, 48.26, 72.27, 211.95, 124.64, 484.01];[1.677, 3.99, 2.078, 2.546, 1.397, 2.738];[232.96, 192.58, 150.19, 539.68, 174.12, 1325.18];[0.9824, 0.9216, 0.9559, 0.9918, 0.9864, 1.0442, 0.9066, 0.9974, 0.995, 0.9771, 0.9543, 1.0551, 1.1024, 0.9143, 0.9538, 0.9498, 0.9859, 1.0628, 1.0264, 0.9923, 1.0008, 0.984, 1.0369, 1.043, 1.0296, 0.8902, 1.0007, 0.9907, 1.0496, 1.012, 1.0278, 0.9752]
478;ceu_aberto;54,15;2,0119;[147.1, 160.5, 245.45, 274.16, 854.09, 330.56];[3.063, 2.177, 1.353, 1.176, 2.433, 3.005];[450.64, 349.47, 332.19, 322.51, 2078.04, 993.25];[1.0205, 1.0068, 1.0757, 0.9304, 0.9886, 1.046, 1.0407, 0.9979, 1.0696, 1.0117, 1.0057, 1.0349, 0.997, 1.0025, 0.9606, 1.1467, 0.9763, 1.0365, 1.0954, 0.9329, 1.0306, 1.0012, 1.0897, 0.9545, 0.9624, 0.9975, 0.9753, 0.977, 1.1014, 1.0064, 0.9608, 0.9805]
